mode,endpoint,direction,control_level,mean_true_c,mean_control,effect_true_minus_control,p_true_greater,n_pairs,passes
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,expanded_past_ab_only,-0.2809320730862229,-0.299663018979425,0.01873094589320204,0.02979404119176165,145,True
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,causal_past_operator_estimator,-0.2809320730862229,-0.30032190390007707,0.019389830813854234,0.027594481103779243,145,True
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,lag_horizon_separated_o1o2,-0.2809320730862229,-0.3000478098148858,0.01911573672866291,0.01899620075984803,145,True
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,operator_proxy_ab,-0.2809320730862229,-0.23770635075286214,-0.043225722333360764,1.0,145,False
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,strict_past_ab_only,-0.2781034299650956,-0.299663018979425,0.02155958901432935,0.02499500099980004,145,True
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,expanded_past_ab_only,-0.2781034299650956,-0.299663018979425,0.02155958901432935,0.022595480903819236,145,True
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,causal_past_operator_estimator,-0.2781034299650956,-0.30032190390007707,0.022218473934981546,0.020595880823835233,145,True
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,lag_horizon_separated_o1o2,-0.2781034299650956,-0.3000478098148858,0.02194437984979022,0.02439512097580484,145,True
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,operator_proxy_ab,-0.2781034299650956,-0.23770635075286214,-0.040397079212233455,0.9998000399920016,145,False
combined_c_fes_gmr72,z_reward,A_to_C_to_B,strict_past_ab_only,-0.6955771814545567,-0.7343208852912535,0.03874370383669669,0.08418316336732654,145,False
combined_c_fes_gmr72,z_reward,A_to_C_to_B,expanded_past_ab_only,-0.6955771814545567,-0.7343208852912535,0.03874370383669669,0.09758048390321936,145,False
combined_c_fes_gmr72,z_reward,A_to_C_to_B,causal_past_operator_estimator,-0.6955771814545567,-0.7391328161204427,0.04355563466588581,0.06998600279944012,145,False
combined_c_fes_gmr72,z_reward,A_to_C_to_B,lag_horizon_separated_o1o2,-0.6955771814545567,-0.7365447366432295,0.040967555188672795,0.07078584283143372,145,False
combined_c_fes_gmr72,z_reward,A_to_C_to_B,operator_proxy_ab,-0.6955771814545567,-0.36334861819110453,-0.33222856326345224,1.0,145,False
combined_c_fes_gmr72,z_reward,B_to_C_to_A,strict_past_ab_only,-0.7054201502399922,-0.7343208852912535,0.02890073505126135,0.1247750449910018,145,False
combined_c_fes_gmr72,z_reward,B_to_C_to_A,expanded_past_ab_only,-0.7054201502399922,-0.7343208852912535,0.02890073505126135,0.12037592481503699,145,False
combined_c_fes_gmr72,z_reward,B_to_C_to_A,causal_past_operator_estimator,-0.7054201502399922,-0.7391328161204427,0.03371266588045046,0.08598280343931214,145,False
combined_c_fes_gmr72,z_reward,B_to_C_to_A,lag_horizon_separated_o1o2,-0.7054201502399922,-0.7365447366432295,0.031124586403237463,0.10217956408718257,145,False
combined_c_fes_gmr72,z_reward,B_to_C_to_A,operator_proxy_ab,-0.7054201502399922,-0.36334861819110453,-0.34207153204888757,1.0,145,False
combined_c_fes_gmr72,rank_reward,A_to_C_to_B,strict_past_ab_only,-0.6582170980464946,-0.7050118793713457,0.04679478132485095,0.05798840231953609,145,False
combined_c_fes_gmr72,rank_reward,A_to_C_to_B,expanded_past_ab_only,-0.6582170980464946,-0.7050118793713457,0.04679478132485095,0.05358928214357129,145,False
combined_c_fes_gmr72,rank_reward,A_to_C_to_B,causal_past_operator_estimator,-0.6582170980464946,-0.7081912414870243,0.04997414344052951,0.04859028194361128,145,True
combined_c_fes_gmr72,rank_reward,A_to_C_to_B,lag_horizon_separated_o1o2,-0.6582170980464946,-0.7078748720484688,0.04965777400197407,0.05338932213557288,145,False
combined_c_fes_gmr72,rank_reward,A_to_C_to_B,operator_proxy_ab,-0.6582170980464946,-0.3007770003191647,-0.35744009772733004,1.0,145,False
combined_c_fes_gmr72,rank_reward,B_to_C_to_A,strict_past_ab_only,-0.6677488350563425,-0.7050118793713457,0.037263044315003165,0.05858828234353129,145,False
combined_c_fes_gmr72,rank_reward,B_to_C_to_A,expanded_past_ab_only,-0.6677488350563425,-0.7050118793713457,0.037263044315003165,0.0665866826634673,145,False
combined_c_fes_gmr72,rank_reward,B_to_C_to_A,causal_past_operator_estimator,-0.6677488350563425,-0.7081912414870243,0.04044240643068173,0.04499100179964007,145,True
combined_c_fes_gmr72,rank_reward,B_to_C_to_A,lag_horizon_separated_o1o2,-0.6677488350563425,-0.7078748720484688,0.04012603699212628,0.052589482103579284,145,False
combined_c_fes_gmr72,rank_reward,B_to_C_to_A,operator_proxy_ab,-0.6677488350563425,-0.3007770003191647,-0.3669718347371778,1.0,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_C_to_B,strict_past_ab_only,-0.2853969711692958,-0.299663018979425,0.014266047810129145,0.10497900419916016,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_C_to_B,expanded_past_ab_only,-0.2853969711692958,-0.299663018979425,0.014266047810129145,0.10257948410317937,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_C_to_B,causal_past_operator_estimator,-0.2853969711692958,-0.30032190390007707,0.01492493273078134,0.08238352329534093,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_C_to_B,lag_horizon_separated_o1o2,-0.2853969711692958,-0.3000478098148858,0.014650838645590015,0.08938212357528494,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_C_to_B,operator_proxy_ab,-0.2853969711692958,-0.23770635075286214,-0.047690620416433654,1.0,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,strict_past_ab_only,-0.28663044908257795,-0.299663018979425,0.013032569896847025,0.14837032593481303,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,expanded_past_ab_only,-0.28663044908257795,-0.299663018979425,0.013032569896847025,0.13997200559888023,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,causal_past_operator_estimator,-0.28663044908257795,-0.30032190390007707,0.013691454817499222,0.1267746450709858,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,lag_horizon_separated_o1o2,-0.28663044908257795,-0.3000478098148858,0.013417360732307896,0.130373925214957,145,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,operator_proxy_ab,-0.28663044908257795,-0.23770635075286214,-0.04892409832971578,1.0,145,False
