mode,endpoint,direction,comparison,control_kind,mean_true,mean_control,effect,p_greater,n_pairs,passes
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,true_vs_random,random,-0.27835514177697535,-0.27096263867595216,-0.007392503101023115,0.853629274145171,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,true_vs_balanced,balanced,-0.27835514177697535,-0.2773493154866781,-0.0010058262902971577,0.6246750649870026,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.27835514177697535,-0.2804186444080146,0.002063502631039268,0.3245350929814037,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.27835514177697535,-0.2797256239446535,0.0013704821676781718,0.393121375724855,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.27835514177697535,-0.2855612342437923,0.007206092466817002,0.08438312337532493,502,False
gmr72_phase_conditioned,z_reward,A_to_C_to_B,true_vs_random,random,-0.6755231193671457,-0.7413197003927994,0.06579658102565374,0.0003999200159968006,502,True
gmr72_phase_conditioned,z_reward,A_to_C_to_B,true_vs_balanced,balanced,-0.6755231193671457,-0.7140804129272932,0.038557293560147594,0.0001999600079984003,502,True
gmr72_phase_conditioned,z_reward,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.6755231193671457,-0.7546880546930745,0.07916493532592886,0.0001999600079984003,502,True
gmr72_phase_conditioned,z_reward,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.6755231193671457,-0.7067257057337186,0.031202586366573103,0.008598280343931213,502,True
gmr72_phase_conditioned,z_reward,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.6755231193671457,-0.7156739523591412,0.040150832991995684,0.002999400119976005,502,True
gmr72_phase_conditioned,z_reward,B_to_C_to_A,true_vs_random,random,-0.6702306265480349,-0.7371934462460621,0.06696281969802731,0.0005998800239952009,502,True
gmr72_phase_conditioned,z_reward,B_to_C_to_A,true_vs_balanced,balanced,-0.6702306265480349,-0.7179173728310504,0.04768674628301548,0.0001999600079984003,502,True
gmr72_phase_conditioned,z_reward,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.6702306265480349,-0.7567212958718835,0.08649066932384862,0.0001999600079984003,502,True
gmr72_phase_conditioned,z_reward,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.6702306265480349,-0.7126626422605591,0.04243201571252417,0.003999200159968006,502,True
gmr72_phase_conditioned,z_reward,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.6702306265480349,-0.7134099756377913,0.04317934908975641,0.0007998400319936012,502,True
gmr72_phase_conditioned,rank_reward,A_to_C_to_B,true_vs_random,random,-0.6647165268672198,-0.7439259736833045,0.07920944681608467,0.0001999600079984003,502,True
gmr72_phase_conditioned,rank_reward,A_to_C_to_B,true_vs_balanced,balanced,-0.6647165268672198,-0.7143325140564794,0.0496159871892595,0.0001999600079984003,502,True
gmr72_phase_conditioned,rank_reward,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.6647165268672198,-0.7446042301441247,0.0798877032769048,0.0001999600079984003,502,True
gmr72_phase_conditioned,rank_reward,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.6647165268672198,-0.7101571283806222,0.04544060151340234,0.0011997600479904018,502,True
gmr72_phase_conditioned,rank_reward,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.6647165268672198,-0.7214703358760495,0.05675380900882969,0.0003999200159968006,502,True
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,true_vs_random,random,-0.6622754368866695,-0.7385592951745907,0.07628385828792118,0.0001999600079984003,502,True
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,true_vs_balanced,balanced,-0.6622754368866695,-0.717347918867321,0.055072481980651435,0.0001999600079984003,502,True
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.6622754368866695,-0.750203504198704,0.08792806731203447,0.0001999600079984003,502,True
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.6622754368866695,-0.7177462592227166,0.055470822336047027,0.0003999200159968006,502,True
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.6622754368866695,-0.7124719953577816,0.050196558471112096,0.0005998800239952009,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_random,random,-0.2706893417146714,-0.28462832133956445,0.013938979624893032,0.010397920415916816,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_balanced,balanced,-0.2706893417146714,-0.27687332890592253,0.006183987191251144,0.001999600079984003,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.2706893417146714,-0.27841245425116584,0.007723112536494452,0.014197160567886422,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.2706893417146714,-0.2761175584648116,0.005428216750140173,0.008998200359928014,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.2706893417146714,-0.2786185641203604,0.007929222405688906,0.004199160167966407,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_random,random,-0.272272695262552,-0.284659218508699,0.012386523246147004,0.028394321135772844,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_balanced,balanced,-0.272272695262552,-0.2773493154866781,0.005076620224126158,0.005398920215956809,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.272272695262552,-0.2804186444080146,0.008145949145462583,0.009798040391921616,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.272272695262552,-0.27682014413699485,0.004547448874442879,0.022595480903819236,502,True
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.272272695262552,-0.277433556202203,0.005160860939650966,0.04319136172765447,502,True
fes_string_conditioned,z_reward,A_to_C_to_B,true_vs_random,random,-0.7160957188629731,-0.7157828417729833,-0.00031287708998969477,0.5052989402119576,502,False
fes_string_conditioned,z_reward,A_to_C_to_B,true_vs_balanced,balanced,-0.7160957188629731,-0.7140804129272932,-0.0020153059356799396,0.648870225954809,502,False
fes_string_conditioned,z_reward,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.7160957188629731,-0.7546880546930745,0.038592335830101326,0.0001999600079984003,502,True
fes_string_conditioned,z_reward,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.7160957188629731,-0.710491716112892,-0.005604002750081142,0.7688462307538493,502,False
fes_string_conditioned,z_reward,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.7160957188629731,-0.7177313556446181,0.0016356367816450189,0.40371925614877024,502,False
fes_string_conditioned,z_reward,B_to_C_to_A,true_vs_random,random,-0.717073226283539,-0.7535944430137945,0.036521216730255456,0.007798440311937612,502,True
fes_string_conditioned,z_reward,B_to_C_to_A,true_vs_balanced,balanced,-0.717073226283539,-0.7179173728310504,0.0008441465475114347,0.4443111377724455,502,False
fes_string_conditioned,z_reward,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.717073226283539,-0.7567212958718835,0.039648069588344576,0.0011997600479904018,502,True
fes_string_conditioned,z_reward,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.717073226283539,-0.7104365691977436,-0.006636657085795381,0.7990401919616077,502,False
fes_string_conditioned,z_reward,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.717073226283539,-0.7262051469300489,0.009131920646509958,0.1793641271745651,502,False
fes_string_conditioned,rank_reward,A_to_C_to_B,true_vs_random,random,-0.7072866127129764,-0.7102620004448325,0.002975387731855997,0.4335132973405319,502,False
fes_string_conditioned,rank_reward,A_to_C_to_B,true_vs_balanced,balanced,-0.7072866127129764,-0.7143325140564794,0.007045901343502898,0.11417716456708658,502,False
fes_string_conditioned,rank_reward,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.7072866127129764,-0.7446042301441247,0.0373176174311482,0.0007998400319936012,502,True
fes_string_conditioned,rank_reward,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.7072866127129764,-0.7135600034022804,0.006273390689304131,0.21775644871025795,502,False
fes_string_conditioned,rank_reward,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.7072866127129764,-0.7132994888907395,0.006012876177763185,0.18056388722255548,502,False
fes_string_conditioned,rank_reward,B_to_C_to_A,true_vs_random,random,-0.709300211120681,-0.7407487159985252,0.031448504877844285,0.02579484103179364,502,True
fes_string_conditioned,rank_reward,B_to_C_to_A,true_vs_balanced,balanced,-0.709300211120681,-0.717347918867321,0.008047707746640043,0.11897620475904819,502,False
fes_string_conditioned,rank_reward,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.709300211120681,-0.750203504198704,0.04090329307802308,0.0009998000399920016,502,True
fes_string_conditioned,rank_reward,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.709300211120681,-0.7127574134986725,0.003457202377991533,0.34493101379724056,502,False
fes_string_conditioned,rank_reward,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.709300211120681,-0.7257151074946215,0.016414896373940616,0.05358928214357129,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_random,random,-0.2745255543030141,-0.27814020540949413,0.0036146511064800253,0.28834233153369326,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_balanced,balanced,-0.2745255543030141,-0.27687332890592253,0.002347774602908458,0.02979404119176165,502,True
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.2745255543030141,-0.27841245425116584,0.003886899948151766,0.10057988402319536,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.2745255543030141,-0.2754788978983736,0.0009533435953594802,0.23215356928614278,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.2745255543030141,-0.27765193295051577,0.0031263786475016495,0.015396920615876825,502,True
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_random,random,-0.275393758967806,-0.2869085598870474,0.01151480091924138,0.027794441111777646,502,True
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_balanced,balanced,-0.275393758967806,-0.2773493154866781,0.001955556518872151,0.07898420315936813,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.275393758967806,-0.2804186444080146,0.005024885440208575,0.07218556288742252,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.275393758967806,-0.27590794789071255,0.0005141889229065084,0.34933013397320534,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.275393758967806,-0.2793109069226436,0.0039171479548375555,0.04299140171965607,502,True
linear_c_state,z_reward,A_to_C_to_B,true_vs_random,random,-0.6758495687440289,-0.7413197003927994,0.0654701316487705,0.0001999600079984003,502,True
linear_c_state,z_reward,A_to_C_to_B,true_vs_balanced,balanced,-0.6758495687440289,-0.7140804129272932,0.03823084418326437,0.0001999600079984003,502,True
linear_c_state,z_reward,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.6758495687440289,-0.7546880546930745,0.07883848594904562,0.0001999600079984003,502,True
linear_c_state,z_reward,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.6758495687440289,-0.7136156198469505,0.03776605110292168,0.003199360127974405,502,True
linear_c_state,z_reward,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.6758495687440289,-0.7156098421481304,0.03976027340410154,0.002999400119976005,502,True
linear_c_state,z_reward,B_to_C_to_A,true_vs_random,random,-0.6667860859214115,-0.7371934462460621,0.0704073603246507,0.0001999600079984003,502,True
linear_c_state,z_reward,B_to_C_to_A,true_vs_balanced,balanced,-0.6667860859214115,-0.7179173728310504,0.05113128690963889,0.0001999600079984003,502,True
linear_c_state,z_reward,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.6667860859214115,-0.7567212958718835,0.08993520995047201,0.0001999600079984003,502,True
linear_c_state,z_reward,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.6667860859214115,-0.7168837257142376,0.050097639792826054,0.0009998000399920016,502,True
linear_c_state,z_reward,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.6667860859214115,-0.7096992989998104,0.04291321307839888,0.0007998400319936012,502,True
linear_c_state,rank_reward,A_to_C_to_B,true_vs_random,random,-0.6645096745245741,-0.7439259736833045,0.07941629915873036,0.0001999600079984003,502,True
linear_c_state,rank_reward,A_to_C_to_B,true_vs_balanced,balanced,-0.6645096745245741,-0.7143325140564794,0.04982283953190517,0.0001999600079984003,502,True
linear_c_state,rank_reward,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.6645096745245741,-0.7446042301441247,0.08009455561955049,0.0001999600079984003,502,True
linear_c_state,rank_reward,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.6645096745245741,-0.71535052859436,0.050840854069785876,0.0005998800239952009,502,True
linear_c_state,rank_reward,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.6645096745245741,-0.7215007185755984,0.05699104405102426,0.0003999200159968006,502,True
linear_c_state,rank_reward,B_to_C_to_A,true_vs_random,random,-0.6594298734361925,-0.7385592951745907,0.07912942173839807,0.0001999600079984003,502,True
linear_c_state,rank_reward,B_to_C_to_A,true_vs_balanced,balanced,-0.6594298734361925,-0.717347918867321,0.057918045431128336,0.0001999600079984003,502,True
linear_c_state,rank_reward,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.6594298734361925,-0.750203504198704,0.09077363076251138,0.0001999600079984003,502,True
linear_c_state,rank_reward,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.6594298734361925,-0.721413789681178,0.06198391624498537,0.0001999600079984003,502,True
linear_c_state,rank_reward,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.6594298734361925,-0.7100703352858431,0.050640461849650556,0.0007998400319936012,502,True
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,true_vs_random,random,-0.26991542250984546,-0.28462832133956445,0.014712898829718993,0.0061987602479504095,502,True
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,true_vs_balanced,balanced,-0.26991542250984546,-0.27687332890592253,0.006957906396077107,0.0001999600079984003,502,True
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,true_vs_performance_matched,performance_matched,-0.26991542250984546,-0.27841245425116584,0.008497031741320415,0.004399120175964807,502,True
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,true_vs_shuffled_c,shuffled_c,-0.26991542250984546,-0.2769358024687727,0.0070203799589272295,0.0009998000399920016,502,True
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,true_vs_phase_rotated,phase_rotated,-0.26991542250984546,-0.2780247112184924,0.008109288708647015,0.0009998000399920016,502,True
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,true_vs_random,random,-0.27062265151803716,-0.284659218508699,0.014036566990661806,0.010997800439912017,502,True
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,true_vs_balanced,balanced,-0.27062265151803716,-0.2773493154866781,0.006726663968640967,0.0001999600079984003,502,True
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,true_vs_performance_matched,performance_matched,-0.27062265151803716,-0.2804186444080146,0.009795992889977389,0.0027994401119776045,502,True
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,true_vs_shuffled_c,shuffled_c,-0.27062265151803716,-0.2772748672610078,0.006652215742970586,0.003799240151969606,502,True
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,true_vs_phase_rotated,phase_rotated,-0.27062265151803716,-0.27597851931519085,0.005355867797153665,0.028994201159768047,502,True
