mode,endpoint,direction,comparison,control_kind,mean_true,mean_control,effect,p_greater,n_pairs,passes
combined_c_fes_gmr72,rank_reward,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.7243245405813526,-0.7243245405813526,0.0,1.0,502,False
combined_c_fes_gmr72,rank_reward,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.7243245405813526,-0.7220003192372372,-0.002324221344115477,0.9372125574885023,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_B_no_C,true_vs_random,random,-0.2851699656780228,-0.2904600103168394,0.005290044638816543,0.16256748650269945,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_B_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.9698060387922416,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.11297740451909619,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7536492701459708,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_A_no_C,true_vs_random,random,-0.2851699656780228,-0.2905788598419119,0.005408894163889102,0.12917416516696661,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_A_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.972005598880224,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.11097780443911218,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
combined_c_fes_gmr72,gmr72_bridge_composite,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7660467906418716,502,False
gmr72_phase_conditioned,z_reward,A_to_B_no_C,true_vs_random,random,-0.7290410663847228,-0.7295044076161584,0.0004633412314355854,0.47590481903619275,502,False
gmr72_phase_conditioned,z_reward,A_to_B_no_C,true_vs_balanced,balanced,-0.7290410663847228,-0.7274142830853981,-0.0016267832993247385,0.9834033193361328,502,False
gmr72_phase_conditioned,z_reward,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.7290410663847228,-0.740691389768558,0.011650323383835148,0.03539292141571686,502,True
gmr72_phase_conditioned,z_reward,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.7290410663847228,-0.7290410663847228,0.0,1.0,502,False
gmr72_phase_conditioned,z_reward,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.7290410663847228,-0.726750005367899,-0.0022910610168237256,0.9386122775444911,502,False
gmr72_phase_conditioned,z_reward,B_to_A_no_C,true_vs_random,random,-0.7290410663847228,-0.7411517020707682,0.012110635686045337,0.17896420715856828,502,False
gmr72_phase_conditioned,z_reward,B_to_A_no_C,true_vs_balanced,balanced,-0.7290410663847228,-0.7274142830853981,-0.0016267832993247385,0.982003599280144,502,False
gmr72_phase_conditioned,z_reward,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.7290410663847228,-0.740691389768558,0.011650323383835148,0.036392721455708855,502,True
gmr72_phase_conditioned,z_reward,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.7290410663847228,-0.7290410663847228,0.0,1.0,502,False
gmr72_phase_conditioned,z_reward,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.7290410663847228,-0.726750005367899,-0.0022910610168237256,0.9322135572885423,502,False
gmr72_phase_conditioned,rank_reward,A_to_B_no_C,true_vs_random,random,-0.7243245405813526,-0.7149176783037654,-0.009406862277587238,0.7470505898820236,502,False
gmr72_phase_conditioned,rank_reward,A_to_B_no_C,true_vs_balanced,balanced,-0.7243245405813526,-0.7227024024110834,-0.0016221381702692368,0.981003799240152,502,False
gmr72_phase_conditioned,rank_reward,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.7243245405813526,-0.7374864061636744,0.013161865582321722,0.03719256148770246,502,True
gmr72_phase_conditioned,rank_reward,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.7243245405813526,-0.7243245405813526,0.0,1.0,502,False
gmr72_phase_conditioned,rank_reward,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.7243245405813526,-0.7220003192372372,-0.002324221344115477,0.9478104379124175,502,False
gmr72_phase_conditioned,rank_reward,B_to_A_no_C,true_vs_random,random,-0.7243245405813526,-0.7350315724744142,0.010707031893061566,0.22155568886222757,502,False
gmr72_phase_conditioned,rank_reward,B_to_A_no_C,true_vs_balanced,balanced,-0.7243245405813526,-0.7227024024110834,-0.0016221381702692368,0.981003799240152,502,False
gmr72_phase_conditioned,rank_reward,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.7243245405813526,-0.7374864061636744,0.013161865582321722,0.03699260147970406,502,True
gmr72_phase_conditioned,rank_reward,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.7243245405813526,-0.7243245405813526,0.0,1.0,502,False
gmr72_phase_conditioned,rank_reward,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.7243245405813526,-0.7220003192372372,-0.002324221344115477,0.9478104379124175,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_random,random,-0.2851699656780228,-0.28443648951618766,-0.0007334761618350805,0.5714857028594281,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.9696060787842431,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.11077784443111378,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7538492301539692,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_random,random,-0.2851699656780228,-0.2927156399378799,0.007545674259857176,0.060187962407518496,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.9712057588482303,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.1191761647670466,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7574485102979404,502,False
fes_string_conditioned,z_reward,A_to_B_no_C,true_vs_random,random,-0.7290410663847228,-0.7286048378254285,-0.00043622855929438347,0.5212957408518296,502,False
fes_string_conditioned,z_reward,A_to_B_no_C,true_vs_balanced,balanced,-0.7290410663847228,-0.7274142830853981,-0.0016267832993247385,0.9796040791841631,502,False
fes_string_conditioned,z_reward,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.7290410663847228,-0.740691389768558,0.011650323383835148,0.03579284143171366,502,True
fes_string_conditioned,z_reward,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.7290410663847228,-0.7290410663847228,0.0,1.0,502,False
fes_string_conditioned,z_reward,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.7290410663847228,-0.726750005367899,-0.0022910610168237256,0.9248150369926015,502,False
fes_string_conditioned,z_reward,B_to_A_no_C,true_vs_random,random,-0.7290410663847228,-0.7148504911181858,-0.014190575266537074,0.8584283143371326,502,False
fes_string_conditioned,z_reward,B_to_A_no_C,true_vs_balanced,balanced,-0.7290410663847228,-0.7274142830853981,-0.0016267832993247385,0.9794041191761648,502,False
fes_string_conditioned,z_reward,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.7290410663847228,-0.740691389768558,0.011650323383835148,0.03499300139972006,502,True
fes_string_conditioned,z_reward,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.7290410663847228,-0.7290410663847228,0.0,1.0,502,False
fes_string_conditioned,z_reward,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.7290410663847228,-0.726750005367899,-0.0022910610168237256,0.9332133573285343,502,False
fes_string_conditioned,rank_reward,A_to_B_no_C,true_vs_random,random,-0.7243245405813526,-0.7233342792854474,-0.0009902612959053964,0.5212957408518296,502,False
fes_string_conditioned,rank_reward,A_to_B_no_C,true_vs_balanced,balanced,-0.7243245405813526,-0.7227024024110834,-0.0016221381702692368,0.9812037592481504,502,False
fes_string_conditioned,rank_reward,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.7243245405813526,-0.7374864061636744,0.013161865582321722,0.03939212157568486,502,True
fes_string_conditioned,rank_reward,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.7243245405813526,-0.7243245405813526,0.0,1.0,502,False
fes_string_conditioned,rank_reward,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.7243245405813526,-0.7220003192372372,-0.002324221344115477,0.944011197760448,502,False
fes_string_conditioned,rank_reward,B_to_A_no_C,true_vs_random,random,-0.7243245405813526,-0.7055174707758608,-0.018807069805491752,0.9144171165766847,502,False
fes_string_conditioned,rank_reward,B_to_A_no_C,true_vs_balanced,balanced,-0.7243245405813526,-0.7227024024110834,-0.0016221381702692368,0.979004199160168,502,False
fes_string_conditioned,rank_reward,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.7243245405813526,-0.7374864061636744,0.013161865582321722,0.03499300139972006,502,True
fes_string_conditioned,rank_reward,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.7243245405813526,-0.7243245405813526,0.0,1.0,502,False
fes_string_conditioned,rank_reward,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.7243245405813526,-0.7220003192372372,-0.002324221344115477,0.9444111177764447,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_random,random,-0.2851699656780228,-0.28276700073282734,-0.0024029649451954163,0.6834633073385323,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.9686062787442512,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.11157768446310738,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
fes_string_conditioned,gmr72_bridge_composite,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7514497100579884,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_random,random,-0.2851699656780228,-0.28468894567285746,-0.00048102000516536745,0.5414917016596681,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.9772045590881824,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.11677664467106579,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
fes_string_conditioned,gmr72_bridge_composite,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7654469106178764,502,False
linear_c_state,z_reward,A_to_B_no_C,true_vs_random,random,-0.7290410663847228,-0.7295044076161584,0.0004633412314355854,0.48930213957208557,502,False
linear_c_state,z_reward,A_to_B_no_C,true_vs_balanced,balanced,-0.7290410663847228,-0.7274142830853981,-0.0016267832993247385,0.9806038792241552,502,False
linear_c_state,z_reward,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.7290410663847228,-0.740691389768558,0.011650323383835148,0.03939212157568486,502,True
linear_c_state,z_reward,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.7290410663847228,-0.7290410663847228,0.0,1.0,502,False
linear_c_state,z_reward,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.7290410663847228,-0.726750005367899,-0.0022910610168237256,0.9282143571285743,502,False
linear_c_state,z_reward,B_to_A_no_C,true_vs_random,random,-0.7290410663847228,-0.7411517020707682,0.012110635686045337,0.1739652069586083,502,False
linear_c_state,z_reward,B_to_A_no_C,true_vs_balanced,balanced,-0.7290410663847228,-0.7274142830853981,-0.0016267832993247385,0.9824035192961408,502,False
linear_c_state,z_reward,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.7290410663847228,-0.740691389768558,0.011650323383835148,0.033793241351729654,502,True
linear_c_state,z_reward,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.7290410663847228,-0.7290410663847228,0.0,1.0,502,False
linear_c_state,z_reward,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.7290410663847228,-0.726750005367899,-0.0022910610168237256,0.9276144771045791,502,False
linear_c_state,rank_reward,A_to_B_no_C,true_vs_random,random,-0.7243245405813526,-0.7149176783037654,-0.009406862277587238,0.7484503099380124,502,False
linear_c_state,rank_reward,A_to_B_no_C,true_vs_balanced,balanced,-0.7243245405813526,-0.7227024024110834,-0.0016221381702692368,0.9774045190961808,502,False
linear_c_state,rank_reward,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.7243245405813526,-0.7374864061636744,0.013161865582321722,0.03659268146370726,502,True
linear_c_state,rank_reward,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.7243245405813526,-0.7243245405813526,0.0,1.0,502,False
linear_c_state,rank_reward,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.7243245405813526,-0.7220003192372372,-0.002324221344115477,0.9456108778244351,502,False
linear_c_state,rank_reward,B_to_A_no_C,true_vs_random,random,-0.7243245405813526,-0.7350315724744142,0.010707031893061566,0.22055588882223556,502,False
linear_c_state,rank_reward,B_to_A_no_C,true_vs_balanced,balanced,-0.7243245405813526,-0.7227024024110834,-0.0016221381702692368,0.9768046390721855,502,False
linear_c_state,rank_reward,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.7243245405813526,-0.7374864061636744,0.013161865582321722,0.038992201559688064,502,True
linear_c_state,rank_reward,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.7243245405813526,-0.7243245405813526,0.0,1.0,502,False
linear_c_state,rank_reward,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.7243245405813526,-0.7220003192372372,-0.002324221344115477,0.9378124375124975,502,False
linear_c_state,gmr72_bridge_composite,A_to_B_no_C,true_vs_random,random,-0.2851699656780228,-0.28443648951618766,-0.0007334761618350805,0.554489102179564,502,False
linear_c_state,gmr72_bridge_composite,A_to_B_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.9686062787442512,502,False
linear_c_state,gmr72_bridge_composite,A_to_B_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.11137772445510898,502,False
linear_c_state,gmr72_bridge_composite,A_to_B_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
linear_c_state,gmr72_bridge_composite,A_to_B_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7694461107778444,502,False
linear_c_state,gmr72_bridge_composite,B_to_A_no_C,true_vs_random,random,-0.2851699656780228,-0.2927156399378799,0.007545674259857176,0.060787842431513694,502,False
linear_c_state,gmr72_bridge_composite,B_to_A_no_C,true_vs_balanced,balanced,-0.2851699656780228,-0.2849776307066979,-0.00019233497132491455,0.9708058388322336,502,False
linear_c_state,gmr72_bridge_composite,B_to_A_no_C,true_vs_performance_matched,performance_matched,-0.2851699656780228,-0.2893284007124663,0.0041584350344435125,0.11037792441511697,502,False
linear_c_state,gmr72_bridge_composite,B_to_A_no_C,true_vs_shuffled_c,shuffled_c,-0.2851699656780228,-0.2851699656780228,0.0,1.0,502,False
linear_c_state,gmr72_bridge_composite,B_to_A_no_C,true_vs_phase_rotated,phase_rotated,-0.2851699656780228,-0.2848342205542315,-0.00033574512379127446,0.7650469906018796,502,False
