event_class,event_role,source_file,label,task_idx,phase,strength,event_rule
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,207.0,-0.06839517661807884,0.14594695718821166,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,213.0,-0.13118009297755376,0.31217995138936416,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,216.0,0.4222149456592127,1.277888524690702,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,218.0,-0.30837028144141754,0.4385277283815217,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,273.0,-0.1314619986216757,0.3659773830653207,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,297.0,0.05112487321014951,0.22026078519727305,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,302.0,-0.6110036524245429,0.6989475850184356,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,330.0,-0.09280302397463674,0.6412554877851451,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,360.0,-0.017213100244690194,0.24135872926157068,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P13,383.0,-0.05115799507057739,0.4213766231927503,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,9.0,0.03394177249324032,0.1751883515737117,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,80.0,-0.0676263594857533,0.20107901831834435,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,84.0,-0.03988129681709558,0.04428333846985736,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,89.0,-0.17984063114036902,0.559990230009608,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,91.0,0.3994733272011455,0.41540329770588147,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,137.0,-0.3345910700685259,0.8867393921434823,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,182.0,-0.24169474878377273,0.7539215596970045,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,206.0,-0.26022533856503877,0.262822322296665,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,211.0,-0.0448017858174351,0.42239911308846634,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,252.0,0.16169027668948086,0.27392758101857373,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,272.0,0.0006242251745116195,0.14606365087816525,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,276.0,0.02611146817996829,0.1525159861485954,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,277.0,-0.00283425708949225,0.02894572526946054,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,301.0,-0.3705650604856948,0.5469643688554412,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,306.0,-0.4397668786623211,0.517486834927388,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,307.0,0.10062132699116344,0.5403882056534846,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,342.0,0.42221333432129676,0.4660349532832746,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P14,378.0,-0.325473440351273,0.3576257498257065,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,27.0,-0.2779520011582365,0.3955270115096747,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,36.0,0.022984673313189485,0.3744876296753417,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,39.0,0.29803628682733607,0.3733571561181202,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,94.0,0.028018862005848272,0.08101492127266811,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,101.0,-0.390822608676199,1.2569824562279672,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,102.0,0.5359294411677398,0.9267520498439388,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,162.0,-0.14592561710177193,0.2572642471954506,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,167.0,0.1201083746371325,0.4231039142220683,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,178.0,-0.3283972099512295,0.748264108892456,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,208.0,-0.10852435684894318,0.43760590786430104,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,211.0,0.08359636845092955,0.37609361982805073,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,259.0,-0.10408921109163341,0.2215721825002554,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,262.0,0.023466423713584122,0.3334101609874347,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,281.0,0.05510045597904909,0.14158432109717728,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,282.0,-0.02189845337524901,0.0769989093542981,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,303.0,0.07642494338398917,0.11518932884552216,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,325.0,0.07979331105970927,0.11025197352335181,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,326.0,-0.623797070798116,0.7035903818578253,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,349.0,0.01126060028149728,0.27390089139733376,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,351.0,0.4971432912516408,0.641783111398578,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,369.0,-0.2220922855046482,0.5756448798493737,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,374.0,-0.274110063165182,0.33187695906051673,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,375.0,0.1397070879286921,0.41381715109387407,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,376.0,-0.26263647455046013,0.40234356247915226,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,412.0,0.1325076028887835,0.8617391088377215,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P15,413.0,-0.2951491182513369,0.4276567211401204,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,1.0,-0.011066488632926488,0.017766301835717216,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,17.0,2.668154156304503e-05,0.4031814426778071,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,18.0,-0.27635137248931824,0.2763780540308813,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,30.0,0.49846062836601523,1.0171101740928234,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,37.0,0.0782388571965108,0.10698691921941467,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,84.0,0.38951529250495487,0.6574002893108016,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,85.0,-0.07887644464567872,0.4683917371506336,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,87.0,0.09962116361691675,0.5292376631075986,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,102.0,-0.0890485542548311,0.33756241060074227,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,133.0,0.028879703081783267,0.13964854370836166,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,142.0,-0.043688444254481484,0.21205510130608454,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,199.0,-0.3127059937819258,0.941112167605703,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,244.0,0.4699000786256332,1.2612470800422504,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,245.0,-0.25612027819353317,0.7260203568191663,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,259.0,-0.2401694320922282,0.31565157710085534,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,287.0,-0.7555033306887775,1.2814172792805922,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,313.0,0.16814253511105773,0.20534580588601653,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,316.0,0.3238531018361881,0.4523787869352311,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,383.0,0.6861550698405501,1.178218022449841,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,384.0,-0.42721272110795994,1.11336779094851,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,385.0,0.2937779316111138,0.7209906527190737,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,409.0,-0.013673366727400495,0.025235222148221215,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P16,411.0,0.05580259414908691,0.08728288632577971,d2phi feedback sign-switches matched to +eta label/block counts
